   0.0000000e+00   7.3658653e+00   1.9300581e+01   1.5223502e+01   2.3622787e+01   2.8551064e+01   3.2138099e+01   2.5285923e+01   2.5883879e+01   2.7807571e+01   2.8962144e+01   2.5710085e+01   2.7166608e+01   2.5543176e+01   2.1707488e+01   1.9433809e+01   9.7927866e+00
   7.0800492e+00   8.7470161e+00   1.4145962e+01   2.1014419e+01   2.4984061e+01   3.0056436e+01   3.5043985e+01   2.7724089e+01   2.8471196e+01   2.8290680e+01   2.9622967e+01   3.1482366e+01   2.7371210e+01   2.8147075e+01   2.4666603e+01   2.4872058e+01   1.5523045e+01
   1.0214894e+01   1.2989405e+01   1.5643059e+01   2.0194093e+01   3.1177798e+01   3.7564558e+01   3.7302115e+01   2.9931768e+01   2.9946801e+01   3.0704725e+01   3.6991511e+01   3.4128752e+01   3.0161734e+01   3.0897999e+01   3.0500713e+01   2.8311049e+01   1.7354393e+01
   0.0000000e+00   4.1813675e+00   1.8209788e+01   2.3147222e+01   2.5191509e+01   2.8123303e+01   3.0731833e+01   2.9830034e+01   3.1962437e+01   3.3780403e+01   3.2727082e+01   3.6691051e+01   3.1788367e+01   3.1154193e+01   3.0662960e+01   3.0487130e+01   2.0901931e+01
   1.5813972e+01   2.7668289e+01   2.8686788e+01   2.7092980e+01   3.9490818e+01   3.7370504e+01   3.9381481e+01   4.0095824e+01   3.3262976e+01   3.3756526e+01   3.6534304e+01   3.6174076e+01   3.1613473e+01   3.3323010e+01   3.0178199e+01   3.1078332e+01   2.3514578e+01
   2.1655515e+01   2.9731291e+01   3.1973321e+01   2.6661854e+01   3.9190556e+01   3.8066143e+01   3.8358571e+01   3.7473500e+01   3.1619098e+01   3.2257425e+01   3.5157535e+01   3.4266632e+01   3.4448802e+01   3.1682201e+01   3.0895709e+01   3.3082782e+01   2.4122937e+01
   9.0778134e+00   2.0755695e+01   2.7481824e+01   2.4507945e+01   2.9719459e+01   3.1550678e+01   3.0528502e+01   3.6607642e+01   3.4898333e+01   3.3484612e+01   3.8922581e+01   3.4354861e+01   3.3764608e+01   3.4072756e+01   3.1557514e+01   3.4258840e+01   2.5855586e+01
   1.7457173e+01   2.6066209e+01   3.3443273e+01   2.9594039e+01   2.9472394e+01   3.5401354e+01   4.0564470e+01   3.7325031e+01   3.4096053e+01   3.5670918e+01   3.7758290e+01   4.0564618e+01   3.4962452e+01   3.5191486e+01   3.5312887e+01   3.5732943e+01   2.6713539e+01
   1.1239826e+01   1.6146834e+01   2.9964737e+01   3.2221952e+01   2.6501604e+01   3.2993170e+01   3.7821479e+01   3.8118266e+01   3.5970470e+01   3.5928301e+01   3.8431200e+01   3.5843076e+01   3.3314040e+01   3.3209503e+01   3.3188272e+01   3.4231032e+01   2.6622563e+01
   1.3690564e+01   1.8378728e+01   2.9326862e+01   2.9897697e+01   2.8726288e+01   3.6103612e+01   3.6234703e+01   3.8305279e+01   3.6891019e+01   3.5924080e+01   3.7577721e+01   4.1597869e+01   3.8511530e+01   3.6950428e+01   3.5711555e+01   3.4846943e+01   2.7643416e+01
   2.0434247e+01   2.2150807e+01   3.4810444e+01   3.9966926e+01   3.8629332e+01   3.2587843e+01   4.1379227e+01   3.8391940e+01   3.8605194e+01   3.8633710e+01   4.1565416e+01   4.3742860e+01   3.5260787e+01   3.6039759e+01   3.5948845e+01   3.5256636e+01   2.7366805e+01
   1.7529314e+01   2.3529742e+01   3.0315094e+01   3.6031605e+01   3.8800789e+01   3.3358145e+01   4.5138234e+01   4.1222663e+01   3.9686582e+01   3.8752551e+01   4.1141065e+01   4.2266291e+01   3.8499613e+01   3.7978999e+01   3.4829660e+01   3.5878679e+01   2.8642415e+01
   1.6402188e+01   2.4633050e+01   3.0141671e+01   3.7716766e+01   3.5907677e+01   3.3336125e+01   3.9398459e+01   4.2949252e+01   3.9197400e+01   4.0532183e+01   4.3181584e+01   4.5415290e+01   3.9484144e+01   3.8408621e+01   3.7557792e+01   3.7362657e+01   2.8628583e+01
   2.9077879e+01   3.5638200e+01   4.1447160e+01   4.4918211e+01   3.9651473e+01   4.2300685e+01   4.6002874e+01   4.5142317e+01   3.9645485e+01   4.2915429e+01   4.5117386e+01   4.7271000e+01   4.1859117e+01   3.7988669e+01   3.9514138e+01   3.7919309e+01   3.0467245e+01
   2.0899456e+01   3.1595802e+01   3.8514992e+01   4.4344079e+01   4.0367076e+01   4.2067952e+01   4.7513217e+01   4.5846770e+01   4.5442841e+01   4.3713504e+01   4.7106129e+01   5.1044890e+01   4.5288503e+01   3.9239106e+01   4.1562622e+01   3.9895642e+01   3.2539135e+01
   3.4428352e+01   3.8553620e+01   4.4852543e+01   5.0713141e+01   5.0133917e+01   3.8498278e+01   4.9136301e+01   5.2195352e+01   4.6555117e+01   4.8261898e+01   5.1536513e+01   5.4815306e+01   4.9575986e+01   4.2095066e+01   4.5555367e+01   4.3414672e+01   3.6247883e+01
   2.7687843e+01   3.7200085e+01   4.3334733e+01   4.8062129e+01   5.2627545e+01   4.6136910e+01   4.9140429e+01   5.1861736e+01   5.1364154e+01   5.1488560e+01   5.6300703e+01   5.9496546e+01   5.3243090e+01   4.7004613e+01   4.9705919e+01   4.7299571e+01   4.0084261e+01
   1.5247106e+01   2.8275019e+01   3.6654218e+01   3.9951773e+01   4.5082767e+01   4.4660616e+01   4.8132974e+01   5.1782592e+01   5.1627545e+01   5.4467037e+01   6.0203917e+01   6.2124187e+01   5.4698465e+01   4.8067377e+01   4.9681200e+01   4.8330180e+01   4.2435338e+01
   2.9178827e+01   3.7988384e+01   4.5960757e+01   4.8824979e+01   5.3788065e+01   5.0328128e+01   5.6791541e+01   5.8389095e+01   5.5426977e+01   5.4990968e+01   5.8187332e+01   5.8322472e+01   5.4018864e+01   4.9048608e+01   4.8529067e+01   4.8575804e+01   4.1387585e+01
